accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR18911989	SRP276100	new	PRJNA650381	SAMN27763148	IDR1900052159-01-02	A277	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052159-01-02_R1.fastq.gz	IDR1900052159-01-02_R2.fastq.gz				
SRR18911988	SRP276100	new	PRJNA650381	SAMN27763149	IDR1900052368-01-01	A278	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052368-01-01_R1.fastq.gz	IDR1900052368-01-01_R2.fastq.gz				
SRR18911987	SRP276100	new	PRJNA650381	SAMN27763150	IDR1900052685-01-01	A279	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052685-01-01_R1.fastq.gz	IDR1900052685-01-01_R2.fastq.gz				
SRR18911986	SRP276100	new	PRJNA650381	SAMN27763151	IDR1900052686-01-01	A280	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052686-01-01_R1.fastq.gz	IDR1900052686-01-01_R2.fastq.gz				
SRR18912560	SRP276100	new	PRJNA650381	SAMN27763790	IDR1900052687-01-01	A281	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052687-01-01_R1.fastq.gz	IDR1900052687-01-01_R2.fastq.gz				
SRR18912559	SRP276100	new	PRJNA650381	SAMN27763791	IDR1900052688-01-01	A282	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052688-01-01_R1.fastq.gz	IDR1900052688-01-01_R2.fastq.gz				
SRR18912548	SRP276100	new	PRJNA650381	SAMN27763792	IDR1900052689-01-01	A283	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052689-01-01_R1.fastq.gz	IDR1900052689-01-01_R2.fastq.gz				
SRR18912547	SRP276100	new	PRJNA650381	SAMN27763793	IDR1900052690-01-01	A284	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052690-01-01_R1.fastq.gz	IDR1900052690-01-01_R2.fastq.gz				
SRR18912546	SRP276100	new	PRJNA650381	SAMN27763794	IDR1900052691-01-01	A285	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052691-01-01_R1.fastq.gz	IDR1900052691-01-01_R2.fastq.gz				
SRR18912545	SRP276100	new	PRJNA650381	SAMN27763795	IDR1900052692-01-01	A286	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052692-01-01_R1.fastq.gz	IDR1900052692-01-01_R2.fastq.gz				
SRR18912544	SRP276100	new	PRJNA650381	SAMN27763796	IDR1900052693-01-02	A287	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052693-01-02_R1.fastq.gz	IDR1900052693-01-02_R2.fastq.gz				
SRR18912543	SRP276100	new	PRJNA650381	SAMN27763797	IDR1900052694-01-01	A288	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052694-01-01_R1.fastq.gz	IDR1900052694-01-01_R2.fastq.gz				
SRR18912542	SRP276100	new	PRJNA650381	SAMN27763798	IDR1900053293-01-01	A289	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900053293-01-01_R1.fastq.gz	IDR1900053293-01-01_R2.fastq.gz				
SRR18912541	SRP276100	new	PRJNA650381	SAMN27763799	IDR1900053449-01-02	A290	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900053449-01-02_R1.fastq.gz	IDR1900053449-01-02_R2.fastq.gz				
SRR18912558	SRP276100	new	PRJNA650381	SAMN27763800	IDR1900053780-01-01	A291	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900053780-01-01_R1.fastq.gz	IDR1900053780-01-01_R2.fastq.gz				
SRR18912557	SRP276100	new	PRJNA650381	SAMN27763801	IDR1900053781-01-01	A292	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900053781-01-01_R1.fastq.gz	IDR1900053781-01-01_R2.fastq.gz				
SRR18912556	SRP276100	new	PRJNA650381	SAMN27763802	IDR1900053783-01-01	A293	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900053783-01-01_R1.fastq.gz	IDR1900053783-01-01_R2.fastq.gz				
SRR18912555	SRP276100	new	PRJNA650381	SAMN27763803	IDR1900054047-01-01	A294	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900054047-01-01_R1.fastq.gz	IDR1900054047-01-01_R2.fastq.gz				
SRR18912554	SRP276100	new	PRJNA650381	SAMN27763804	IDR1900054337-01-02	A295	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900054337-01-02_R1.fastq.gz	IDR1900054337-01-02_R2.fastq.gz				
SRR18912553	SRP276100	new	PRJNA650381	SAMN27763805	IDR1900054339-01-01	A296	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900054339-01-01_R1.fastq.gz	IDR1900054339-01-01_R2.fastq.gz				
SRR18912552	SRP276100	new	PRJNA650381	SAMN27763806	IDR1900054340-01-01	A297	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900054340-01-01_R1.fastq.gz	IDR1900054340-01-01_R2.fastq.gz				
SRR18912551	SRP276100	new	PRJNA650381	SAMN27763807	IDR1900054388-01-02	A298	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900054388-01-02_R1.fastq.gz	IDR1900054388-01-02_R2.fastq.gz				
SRR18912550	SRP276100	new	PRJNA650381	SAMN27763808	IDR1900054442-01-01	A299	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900054442-01-01_R1.fastq.gz	IDR1900054442-01-01_R2.fastq.gz				
SRR18912549	SRP276100	new	PRJNA650381	SAMN27763809	IDR1900054560-01-02	A300	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900054560-01-02_R1.fastq.gz	IDR1900054560-01-02_R2.fastq.gz				
SRR18913002	SRP276100	new	PRJNA650381	SAMN27764173	IDR1900055325-01-01	A301	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055325-01-01_R1.fastq.gz	IDR1900055325-01-01_R2.fastq.gz				
SRR18913001	SRP276100	new	PRJNA650381	SAMN27764174	IDR1900055437-01-02	A302	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055437-01-02_R1.fastq.gz	IDR1900055437-01-02_R2.fastq.gz				
SRR18912990	SRP276100	new	PRJNA650381	SAMN27764175	IDR1900055560-01-01	A303	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055560-01-01_R1.fastq.gz	IDR1900055560-01-01_R2.fastq.gz				
SRR18912989	SRP276100	new	PRJNA650381	SAMN27764176	IDR1900055561-01-01	A304	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055561-01-01_R1.fastq.gz	IDR1900055561-01-01_R2.fastq.gz				
SRR18912988	SRP276100	new	PRJNA650381	SAMN27764177	IDR1900055563-01-01	A305	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055563-01-01_R1.fastq.gz	IDR1900055563-01-01_R2.fastq.gz				
SRR18912987	SRP276100	new	PRJNA650381	SAMN27764178	IDR1900055565-01-01	A306	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055565-01-01_R1.fastq.gz	IDR1900055565-01-01_R2.fastq.gz				
SRR18912986	SRP276100	new	PRJNA650381	SAMN27764179	IDR1900055566-01-01	A307	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055566-01-01_R1.fastq.gz	IDR1900055566-01-01_R2.fastq.gz				
SRR18912985	SRP276100	new	PRJNA650381	SAMN27764180	IDR1900055567-01-01	A308	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055567-01-01_R1.fastq.gz	IDR1900055567-01-01_R2.fastq.gz				
SRR18912984	SRP276100	new	PRJNA650381	SAMN27764181	IDR1900055570-01-02	A309	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055570-01-02_R1.fastq.gz	IDR1900055570-01-02_R2.fastq.gz				
SRR18912983	SRP276100	new	PRJNA650381	SAMN27764182	IDR1900055922-01-02	A310	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900055922-01-02_R1.fastq.gz	IDR1900055922-01-02_R2.fastq.gz				
SRR18913000	SRP276100	new	PRJNA650381	SAMN27764183	IDR1900056506-01-01	A311	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900056506-01-01_R1.fastq.gz	IDR1900056506-01-01_R2.fastq.gz				
SRR18912999	SRP276100	new	PRJNA650381	SAMN27764184	IDR1900056509-01-01	A312	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900056509-01-01_R1.fastq.gz	IDR1900056509-01-01_R2.fastq.gz				
SRR18912998	SRP276100	new	PRJNA650381	SAMN27764185	IDR1900056510-01-01	A313	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900056510-01-01_R1.fastq.gz	IDR1900056510-01-01_R2.fastq.gz				
SRR18912997	SRP276100	new	PRJNA650381	SAMN27764186	IDR1900056511-01-01	A314	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900056511-01-01_R1.fastq.gz	IDR1900056511-01-01_R2.fastq.gz				
SRR18912996	SRP276100	new	PRJNA650381	SAMN27764187	IDR1900056512-01-01	A315	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900056512-01-01_R1.fastq.gz	IDR1900056512-01-01_R2.fastq.gz				
SRR18912995	SRP276100	new	PRJNA650381	SAMN27764188	IDR1900056514-01-01	A316	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900056514-01-01_R1.fastq.gz	IDR1900056514-01-01_R2.fastq.gz				
SRR18912994	SRP276100	new	PRJNA650381	SAMN27764189	IDR1900056515-01-02	A317	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900056515-01-02_R1.fastq.gz	IDR1900056515-01-02_R2.fastq.gz				
SRR18912993	SRP276100	new	PRJNA650381	SAMN27764190	IDR1900057099-01-01	A318	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057099-01-01_R1.fastq.gz	IDR1900057099-01-01_R2.fastq.gz				
SRR18912992	SRP276100	new	PRJNA650381	SAMN27764191	IDR1900057180-01-02	A319	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057180-01-02_R1.fastq.gz	IDR1900057180-01-02_R2.fastq.gz				
SRR18912991	SRP276100	new	PRJNA650381	SAMN27764192	IDR1900057280-01-01	A320	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057280-01-01_R1.fastq.gz	IDR1900057280-01-01_R2.fastq.gz				
SRR18913798	SRP276100	new	PRJNA650381	SAMN27764231	IDR1900057516-01-02	A321	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057516-01-02_R1.fastq.gz	IDR1900057516-01-02_R2.fastq.gz				
SRR18913797	SRP276100	new	PRJNA650381	SAMN27764232	IDR1900057740-01-01	A322	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057740-01-01_R1.fastq.gz	IDR1900057740-01-01_R2.fastq.gz				
SRR18913786	SRP276100	new	PRJNA650381	SAMN27764233	IDR1900057741-01-01	A323	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057741-01-01_R1.fastq.gz	IDR1900057741-01-01_R2.fastq.gz				
SRR18913785	SRP276100	new	PRJNA650381	SAMN27764234	IDR1900057742-01-01	A324	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057742-01-01_R1.fastq.gz	IDR1900057742-01-01_R2.fastq.gz				
SRR18913784	SRP276100	new	PRJNA650381	SAMN27764235	IDR1900057743-01-01	A325	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057743-01-01_R1.fastq.gz	IDR1900057743-01-01_R2.fastq.gz				
SRR18913783	SRP276100	new	PRJNA650381	SAMN27764236	IDR1900057745-01-01	A326	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057745-01-01_R1.fastq.gz	IDR1900057745-01-01_R2.fastq.gz				
SRR18913782	SRP276100	new	PRJNA650381	SAMN27764237	IDR1900057747-01-01	A327	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057747-01-01_R1.fastq.gz	IDR1900057747-01-01_R2.fastq.gz				
SRR18913781	SRP276100	new	PRJNA650381	SAMN27764238	IDR1900057748-01-01	A328	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057748-01-01_R1.fastq.gz	IDR1900057748-01-01_R2.fastq.gz				
SRR18913780	SRP276100	new	PRJNA650381	SAMN27764239	IDR1900057749-01-01	A329	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900057749-01-01_R1.fastq.gz	IDR1900057749-01-01_R2.fastq.gz				
SRR18913779	SRP276100	new	PRJNA650381	SAMN27764240	IDR1900058322-01-02	A330	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058322-01-02_R1.fastq.gz	IDR1900058322-01-02_R2.fastq.gz				
SRR18913796	SRP276100	new	PRJNA650381	SAMN27764241	IDR1900058324-01-02	A331	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058324-01-02_R1.fastq.gz	IDR1900058324-01-02_R2.fastq.gz				
SRR18913795	SRP276100	new	PRJNA650381	SAMN27764242	IDR1900058697-01-01	A332	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058697-01-01_R1.fastq.gz	IDR1900058697-01-01_R2.fastq.gz				
SRR18913794	SRP276100	new	PRJNA650381	SAMN27764243	IDR1900058699-01-01	A333	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058699-01-01_R1.fastq.gz	IDR1900058699-01-01_R2.fastq.gz				
SRR18913793	SRP276100	new	PRJNA650381	SAMN27764244	IDR1900058701-01-01	A334	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058701-01-01_R1.fastq.gz	IDR1900058701-01-01_R2.fastq.gz				
SRR18913792	SRP276100	new	PRJNA650381	SAMN27764245	IDR1900058855-01-02	A335	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058855-01-02_R1.fastq.gz	IDR1900058855-01-02_R2.fastq.gz				
SRR18913791	SRP276100	new	PRJNA650381	SAMN27764246	IDR1900058856-01-01	A336	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058856-01-01_R1.fastq.gz	IDR1900058856-01-01_R2.fastq.gz				
SRR18913790	SRP276100	new	PRJNA650381	SAMN27764247	IDR1900058911-01-01	A337	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058911-01-01_R1.fastq.gz	IDR1900058911-01-01_R2.fastq.gz				
SRR18913789	SRP276100	new	PRJNA650381	SAMN27764248	IDR1900058967-01-01	A338	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900058967-01-01_R1.fastq.gz	IDR1900058967-01-01_R2.fastq.gz				
SRR18913788	SRP276100	new	PRJNA650381	SAMN27764249	IDR1900059318-01-01	A339	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059318-01-01_R1.fastq.gz	IDR1900059318-01-01_R2.fastq.gz				
SRR18913787	SRP276100	new	PRJNA650381	SAMN27764250	IDR1900059319-01-01	A340	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059319-01-01_R1.fastq.gz	IDR1900059319-01-01_R2.fastq.gz				
SRR18913760	SRP276100	new	PRJNA650381	SAMN27764275	IDR1900059320-01-01	A341	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059320-01-01_R1.fastq.gz	IDR1900059320-01-01_R2.fastq.gz				
SRR18913759	SRP276100	new	PRJNA650381	SAMN27764276	IDR1900059321-01-01	A342	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059321-01-01_R1.fastq.gz	IDR1900059321-01-01_R2.fastq.gz				
SRR18913748	SRP276100	new	PRJNA650381	SAMN27764277	IDR1900059602-01-01	A343	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059602-01-01_R1.fastq.gz	IDR1900059602-01-01_R2.fastq.gz				
SRR18913747	SRP276100	new	PRJNA650381	SAMN27764278	IDR1900059603-01-01	A344	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059603-01-01_R1.fastq.gz	IDR1900059603-01-01_R2.fastq.gz				
SRR18913746	SRP276100	new	PRJNA650381	SAMN27764279	IDR1900059605-01-01	A345	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059605-01-01_R1.fastq.gz	IDR1900059605-01-01_R2.fastq.gz				
SRR18913745	SRP276100	new	PRJNA650381	SAMN27764280	IDR1900059606-01-01	A346	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059606-01-01_R1.fastq.gz	IDR1900059606-01-01_R2.fastq.gz				
SRR18913744	SRP276100	new	PRJNA650381	SAMN27764281	IDR1900059607-01-01	A347	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059607-01-01_R1.fastq.gz	IDR1900059607-01-01_R2.fastq.gz				
SRR18913743	SRP276100	new	PRJNA650381	SAMN27764282	IDR1900059608-01-01	A348	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059608-01-01_R1.fastq.gz	IDR1900059608-01-01_R2.fastq.gz				
SRR18913742	SRP276100	new	PRJNA650381	SAMN27764283	IDR1900059609-01-01	A349	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059609-01-01_R1.fastq.gz	IDR1900059609-01-01_R2.fastq.gz				
SRR18913741	SRP276100	new	PRJNA650381	SAMN27764284	IDR1900059625-01-01	A350	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059625-01-01_R1.fastq.gz	IDR1900059625-01-01_R2.fastq.gz				
SRR18913758	SRP276100	new	PRJNA650381	SAMN27764285	IDR1900059640-01-01	A351	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059640-01-01_R1.fastq.gz	IDR1900059640-01-01_R2.fastq.gz				
SRR18913757	SRP276100	new	PRJNA650381	SAMN27764286	IDR1900059882-01-01	A352	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059882-01-01_R1.fastq.gz	IDR1900059882-01-01_R2.fastq.gz				
SRR18913756	SRP276100	new	PRJNA650381	SAMN27764287	IDR1900059981-01-01	A353	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900059981-01-01_R1.fastq.gz	IDR1900059981-01-01_R2.fastq.gz				
SRR18913755	SRP276100	new	PRJNA650381	SAMN27764288	IDR1900060232-01-03	A354	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060232-01-03_R1.fastq.gz	IDR1900060232-01-03_R2.fastq.gz				
SRR18913754	SRP276100	new	PRJNA650381	SAMN27764289	IDR1900060572-01-02	A355	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060572-01-02_R1.fastq.gz	IDR1900060572-01-02_R2.fastq.gz				
SRR18913753	SRP276100	new	PRJNA650381	SAMN27764290	IDR1900060608-01-02	A356	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060608-01-02_R1.fastq.gz	IDR1900060608-01-02_R2.fastq.gz				
SRR18913752	SRP276100	new	PRJNA650381	SAMN27764291	IDR1900060833-01-01	A357	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060833-01-01_R1.fastq.gz	IDR1900060833-01-01_R2.fastq.gz				
SRR18913751	SRP276100	new	PRJNA650381	SAMN27764292	IDR1900060836-01-01	A358	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060836-01-01_R1.fastq.gz	IDR1900060836-01-01_R2.fastq.gz				
SRR18913750	SRP276100	new	PRJNA650381	SAMN27764293	IDR1900060838-01-01	A359	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060838-01-01_R1.fastq.gz	IDR1900060838-01-01_R2.fastq.gz				
SRR18913749	SRP276100	new	PRJNA650381	SAMN27764294	IDR1900060839-01-01	A360	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060839-01-01_R1.fastq.gz	IDR1900060839-01-01_R2.fastq.gz				
SRR18914041	SRP276100	new	PRJNA650381	SAMN27764439	IDR1900060840-01-01	A361	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060840-01-01_R1.fastq.gz	IDR1900060840-01-01_R2.fastq.gz				
SRR18914040	SRP276100	new	PRJNA650381	SAMN27764440	IDR1900060841-01-01	A362	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060841-01-01_R1.fastq.gz	IDR1900060841-01-01_R2.fastq.gz				
SRR18914029	SRP276100	new	PRJNA650381	SAMN27764441	IDR1900060842-01-01	A363	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060842-01-01_R1.fastq.gz	IDR1900060842-01-01_R2.fastq.gz				
SRR18914028	SRP276100	new	PRJNA650381	SAMN27764442	IDR1900060911-01-02	A364	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060911-01-02_R1.fastq.gz	IDR1900060911-01-02_R2.fastq.gz				
SRR18914027	SRP276100	new	PRJNA650381	SAMN27764443	IDR1900060947-01-02	A365	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900060947-01-02_R1.fastq.gz	IDR1900060947-01-02_R2.fastq.gz				
SRR18914026	SRP276100	new	PRJNA650381	SAMN27764444	IDR1900061055-01-01	A366	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900061055-01-01_R1.fastq.gz	IDR1900061055-01-01_R2.fastq.gz				
SRR18914025	SRP276100	new	PRJNA650381	SAMN27764445	IDR1900061099-01-02	A367	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900061099-01-02_R1.fastq.gz	IDR1900061099-01-02_R2.fastq.gz				
SRR18914024	SRP276100	new	PRJNA650381	SAMN27764446	IDR1900061338-01-02	A368	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900061338-01-02_R1.fastq.gz	IDR1900061338-01-02_R2.fastq.gz				
